Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
France,Australia,Proxy War,1980,1851,359.38,3,2525.8,Mountain,940.1,1288.3,,,Conventional,4392,186,No,9.74,No,Victory_B,23.396,54.503,Temperate,Land,Yes,91046,36871.7,49.18746623
USA,Israel,Skirmish,1991,293,42.48,-7.2,1619.5,Desert,355.1,492.8,Regional,,Nuclear,2565,32,No,13.73,No,Victory_B,77.443,57.868,Polar,,No,76873,11172.3,262.3651877
Iran,Canada,Proxy War,2017,25,286.7,28.6,970,Forest,982.4,58.5,,Regional,Cyber,1270,35,Yes,6.34,No,Victory_A,70.815,-80.727,Temperate,Water,Yes,62698,42217.1,2507.92
India,Iran,Cold Conflict,2010,1296,285.43,4.1,1435.7,Mountain,1292.7,578.8,Regional,NATO,Conventional,281,2,No,14.21,No,Victory_A,38.1,158.869,Tropical,Oil,Yes,133607,19299.6,103.091821
Germany,China,Skirmish,2010,1529,457.1,-1.2,1536.8,Urban,1061.3,1026.3,,Regional,Mixed,2816,130,No,3.61,Yes,Victory_A,-54.135,-103.16,Polar,Oil,Yes,37496,29532.7,24.52321779
China,Russia,Cold Conflict,2019,1190,263.14,13.2,1201.9,Urban,118.8,619.3,Regional,Regional,Conventional,4352,105,No,15.51,Yes,Victory_B,79.006,-45.303,Tropical,Water,Yes,56127,33760.7,47.16554622
Canada,Germany,Skirmish,2017,939,68.62,31,2789.5,Plains,657.3,1061.5,,Regional,Mixed,1829,186,Yes,14.99,No,Victory_A,-49.118,-77.87,Arid,Oil,No,188736,27785.8,200.9968051
UK,Japan,Proxy War,1966,762,286.42,-8,2231.6,Plains,609.9,713.7,NATO,NATO,Cyber,552,181,Yes,18.94,No,Victory_B,-22.935,155.204,Arid,Land,No,120521,14984.5,158.164042
Australia,Japan,Cold Conflict,1968,1111,45.75,24.5,723.9,Desert,471.8,419.9,Regional,NATO,Cyber,3739,27,Yes,3.46,No,Stalemate,58.821,118.213,Polar,Oil,No,125486,43359.8,112.9486949
Canada,France,Cold Conflict,2000,654,101.98,15.8,1756.7,Desert,688.4,284.9,Regional,NATO,Nuclear,2964,136,Yes,14.44,Yes,Victory_A,-52.442,112.058,Polar,Oil,Yes,224590,25774.6,343.4097859
USA,Ukraine,Cold Conflict,2019,1670,15.65,9.1,2066.1,Plains,616,590.1,NATO,Regional,Mixed,3467,25,Yes,6.45,No,Stalemate,24.949,-178.304,Polar,Water,Yes,42493,31500.3,25.44491018
Germany,Russia,Skirmish,2012,985,256.7,23.5,420.5,Mountain,9.6,51.1,NATO,NATO,Mixed,2924,156,Yes,5.64,Yes,Victory_B,-7.589,66.924,Tropical,Oil,Yes,102975,36869.8,104.5431472
Germany,India,Civil War,2024,1815,42.36,33.5,1075.3,Forest,331.9,592.1,NATO,Regional,Cyber,2807,9,No,8.03,No,Stalemate,22.326,-97.101,Polar,Oil,No,225150,19039.9,124.0495868
Israel,Germany,Proxy War,1979,638,234.75,0.3,2716.6,Urban,300.1,97,,,Mixed,2919,154,Yes,5.7,Yes,Victory_A,82.449,168.388,Arid,Water,No,108371,34542.6,169.8605016
Turkey,Australia,Cold Conflict,1974,1852,466.48,-3.5,1701.5,Desert,489.6,1227.9,NATO,NATO,Mixed,3004,190,No,4.96,No,Victory_A,55.506,11.071,Polar,Land,Yes,173895,26899.6,93.89578834
Turkey,UK,Civil War,2024,491,359.91,31.1,651,Plains,245.1,806.1,,,Conventional,1570,108,No,15.37,No,Victory_B,-36.752,23.293,Polar,Water,No,78111,17442,159.0855397
India,China,Proxy War,2020,1932,38.8,20.1,368.4,Urban,95.9,904.8,,Regional,Nuclear,2296,61,No,13.99,Yes,Victory_A,-79.691,-51.666,Tropical,Land,No,111433,39609.7,57.67753623
Israel,Israel,Proxy War,1975,1165,112.18,9.7,1554.7,Desert,276.1,405.1,NATO,NATO,Conventional,2336,95,Yes,2.19,Yes,Stalemate,84.068,13.223,Temperate,Land,Yes,57306,17456.9,49.18969957
Brazil,Germany,Cold Conflict,2005,1892,336.86,15.8,1643.1,Desert,1196,316.9,NATO,NATO,Cyber,2456,145,Yes,11.2,No,Stalemate,15.331,89.905,Arid,,Yes,186402,21659.7,98.52114165
India,Russia,Cold Conflict,1971,1127,447.36,23.6,1003.2,Mountain,1116.1,991.4,,,Mixed,4404,180,No,6.62,No,Victory_A,-58.841,22.291,Temperate,Water,No,92866,33136.5,82.40106477
Brazil,Iran,Skirmish,1968,1250,16.56,24.8,1891.2,Desert,619.5,940.5,Regional,Regional,Mixed,60,85,No,19.42,No,Victory_A,22.88,50.855,Tropical,Water,Yes,93630,8941.9,74.904
Turkey,Brazil,Civil War,1980,1926,406.24,31.4,206.1,Forest,1229.1,172.6,Regional,Regional,Cyber,3575,144,No,8.5,No,Victory_B,-82.401,-9.911,Polar,Water,No,258272,20228.9,134.0976116
Israel,China,Civil War,1975,575,280.95,9.2,435.4,Desert,326.5,334.9,NATO,NATO,Mixed,2828,48,Yes,0.81,No,Stalemate,-56.246,77.904,Polar,Oil,No,218755,8438.6,380.4434783
Brazil,USA,Cold Conflict,1991,294,273.09,3.2,1638.8,Forest,818.3,1325.3,Regional,NATO,Cyber,2574,153,No,6.63,Yes,Victory_A,23.873,143.841,Arid,Land,No,170031,44196.8,578.3367347
UK,Japan,Proxy War,1990,896,478.91,18.8,185.4,Mountain,201,426.5,,NATO,Nuclear,3382,4,No,6.25,No,Stalemate,-17.554,-161.622,Polar,Land,Yes,185207,22549.3,206.7042411
Israel,Iran,Cold Conflict,1972,1330,373.85,8.7,2642.7,Forest,1166.9,37.1,Regional,NATO,Mixed,3764,72,No,0.11,Yes,Victory_B,-31.483,-141.373,Tropical,Land,Yes,73318,14844.3,55.12631579
Turkey,Ukraine,Proxy War,1996,1278,425.07,16.8,426.4,Urban,183.7,90.2,,NATO,Conventional,2247,43,Yes,9.76,Yes,Stalemate,27.989,66.819,Temperate,Water,Yes,65119,14831.8,50.95383412
India,Russia,Proxy War,1962,1204,177.06,8.9,2021.8,Desert,45.6,1085.9,NATO,Regional,Conventional,3424,151,Yes,18.12,Yes,Victory_B,65.953,-44.026,Arid,Land,No,153922,5252.7,127.8421927
Ukraine,Australia,Cold Conflict,2015,40,277.23,-3.1,1173.6,Plains,383.5,1060.3,NATO,NATO,Nuclear,1098,184,Yes,16.05,Yes,Stalemate,32.146,-78.617,Polar,Land,Yes,216154,14169.7,5403.85
Israel,USA,War,2015,776,307.74,11.1,1199.4,Plains,1261.4,535.2,Regional,,Cyber,2803,120,Yes,13.69,No,Victory_B,-6.581,-115.706,Polar,Land,Yes,197114,24722.5,254.0128866
China,France,Civil War,1965,1725,160.86,21.1,2294.7,Forest,182.1,215.3,NATO,NATO,Mixed,3107,6,Yes,6.87,No,Victory_A,28.595,26.149,Temperate,Land,Yes,166016,29369.7,96.24115942
Australia,Israel,Proxy War,2022,520,285.17,26,1498.4,Mountain,463.6,697.8,NATO,NATO,Mixed,197,19,No,4.64,No,Victory_A,35.217,-54.888,Temperate,,No,176471,32044,339.3673077
Turkey,Turkey,Proxy War,1977,1640,118.4,12.2,2177,Forest,443.7,465.3,,Regional,Conventional,2091,183,No,6.85,Yes,Victory_B,49.509,2.866,Polar,,No,191852,19062.3,116.9829268
Russia,Canada,War,1984,1761,71.77,-2.6,1515.6,Forest,1122.5,524.2,,Regional,Cyber,2688,107,No,2.46,No,Stalemate,-34.731,165.082,Polar,Water,Yes,50784,31555.1,28.83816014
Russia,UK,Skirmish,1990,546,187.05,8.7,1778.7,Forest,590.7,366.1,,Regional,Cyber,1568,199,Yes,1.99,Yes,Stalemate,-69.402,92.976,Tropical,,Yes,167752,31324.8,307.2380952
India,UK,War,1980,236,369.67,25.4,2282.1,Urban,856.6,88.9,,,Mixed,870,146,No,11.49,No,Stalemate,32.738,106.542,Temperate,Oil,No,70084,30942.2,296.9661017
India,Iran,War,1981,463,458.1,8.6,1821.9,Urban,566.7,1107.8,NATO,Regional,Mixed,509,63,Yes,16.28,No,Victory_A,-68.205,-135.289,Temperate,,Yes,204827,31342.3,442.3909287
Canada,USA,Proxy War,2003,1252,228.91,21.3,1846.8,Forest,772.5,865.9,,NATO,Conventional,2463,42,Yes,1.99,No,Victory_A,-6.837,-63.007,Temperate,Oil,No,207327,35683.9,165.5966454
Australia,Turkey,Civil War,2021,1724,321.45,12.8,2367.7,Mountain,88.4,1168.7,,Regional,Cyber,4033,43,No,6.7,No,Stalemate,-48.474,-141.755,Tropical,Water,No,50891,34650.5,29.51914153
Australia,Turkey,War,2008,1849,51.61,0.9,2847.3,Desert,524.3,705,,,Mixed,2456,152,No,2.46,Yes,Victory_A,-30.227,168.668,Temperate,Oil,Yes,44442,17672.3,24.03569497
UK,Japan,Skirmish,1990,483,452.24,25.8,1130.1,Plains,1197.3,1379,Regional,NATO,Mixed,4391,16,No,6.21,Yes,Victory_A,-5.288,65.588,Tropical,Land,Yes,160870,16401.7,333.0641822
India,France,Cold Conflict,2015,430,284.35,-6.2,1731.4,Urban,967.8,1347.6,,NATO,Conventional,1888,38,Yes,16.61,No,Victory_A,71.312,-173.076,Arid,Oil,Yes,104512,14438.6,243.0511628
Australia,Brazil,War,2003,1046,390.19,13.6,258.8,Desert,1374.6,381.2,NATO,,Conventional,2250,152,No,0.7,No,Victory_B,32.476,-8.818,Arid,,No,109202,28253.3,104.3996176
Iran,Japan,War,1989,343,397.24,-0.6,1076.4,Urban,1103.3,542.4,NATO,Regional,Mixed,4671,98,No,12.94,Yes,Victory_B,-59.105,-85.131,Tropical,Oil,No,197192,13626.4,574.9037901
Canada,Germany,Skirmish,1977,1064,128.31,-7,1236.1,Urban,632.7,1054,,Regional,Nuclear,984,38,No,1.2,Yes,Victory_A,68.301,14.385,Arid,Land,Yes,160603,20117.2,150.9426692
Brazil,Ukraine,Civil War,1986,1197,264.63,12.6,2505.7,Urban,947.1,1087.5,Regional,Regional,Conventional,795,38,Yes,8.53,Yes,Victory_A,0.098,-115.683,Temperate,Land,No,87437,21991,73.04678363
Germany,UK,War,2014,1463,480.24,12.5,1540.2,Forest,1086.5,1275.1,Regional,Regional,Mixed,847,186,Yes,9.48,Yes,Victory_A,-53.234,-159.532,Temperate,Land,Yes,139718,20792.9,95.50102529
Germany,Germany,War,2023,1203,44.91,21.8,2193.2,Forest,378.3,914,Regional,,Nuclear,1391,193,No,8.03,Yes,Stalemate,4.939,-63.656,Tropical,,No,196457,15343.6,163.3059019
Brazil,Australia,Civil War,2004,1622,341.56,23.5,57,Urban,85,665.7,Regional,,Mixed,2993,15,Yes,12.75,Yes,Victory_B,-55.633,-73.617,Polar,Water,Yes,117702,7374.7,72.56596794
France,China,Skirmish,1953,133,481.14,22.8,1393.5,Urban,568.8,529.3,,Regional,Cyber,4457,52,No,19.47,No,Stalemate,-23.881,78.107,Temperate,Oil,Yes,217235,33294,1633.345865
Turkey,India,War,1959,351,150.36,8.4,2704,Plains,203.4,587.4,,,Nuclear,4571,105,Yes,5.35,Yes,Victory_A,54.994,-9.162,Polar,Water,No,200922,19895,572.4273504
Canada,Russia,Civil War,1996,1549,430.74,18.4,672.9,Desert,388.9,1190.7,NATO,NATO,Cyber,4399,156,No,12.2,Yes,Victory_A,28.551,-75.122,Polar,Water,Yes,103280,25648.1,66.67527437
Iran,Israel,War,2024,1564,466.84,16,94.6,Desert,1325.6,1372,NATO,Regional,Mixed,2232,193,Yes,7.1,Yes,Stalemate,-3.97,25.355,Polar,Land,Yes,112427,27336,71.8842711
Australia,France,Cold Conflict,1963,506,373.57,9,1300.2,Mountain,1186.1,73.6,Regional,NATO,Nuclear,2312,9,Yes,19.99,No,Victory_A,-49.241,-154.326,Arid,Oil,Yes,188114,30569.9,371.7667984
Ukraine,Japan,Proxy War,1987,84,115.74,16.9,2113.3,Mountain,829.9,812.8,Regional,NATO,Cyber,1437,1,No,19.02,No,Victory_B,-39.21,58.447,Arid,Water,Yes,136136,20300.8,1620.666667
Canada,UK,Cold Conflict,1961,993,167.07,32.6,1363.4,Mountain,562.4,728.6,NATO,NATO,Conventional,401,140,Yes,1.87,No,Victory_B,86.083,-126.976,Tropical,,No,163636,25782,164.7895267
Israel,Germany,War,1994,1488,18,-1.3,1379.9,Forest,370.8,527.2,NATO,Regional,Nuclear,2220,181,No,19.47,No,Victory_A,-28.271,-79.308,Arid,,Yes,134160,35177.1,90.16129032
Brazil,Canada,Skirmish,1966,830,415.74,30.8,2009.4,Forest,800.5,1192.4,Regional,Regional,Conventional,877,1,No,14.77,Yes,Victory_B,20.903,-78.436,Polar,,No,107783,3078,129.8590361
Iran,Iran,Proxy War,1984,861,424.82,-7.6,763.2,Plains,746.9,806.5,NATO,Regional,Conventional,3154,169,No,19.85,Yes,Victory_A,-0.045,-12.293,Polar,,Yes,183234,39791.4,212.815331
China,Ukraine,Cold Conflict,2015,343,316.39,3.9,2255.7,Forest,1093.3,439,Regional,,Cyber,906,13,Yes,15.42,Yes,Victory_A,-85.841,163.137,Arid,,Yes,200225,26743.9,583.7463557
Japan,Ukraine,Civil War,2024,1304,176.33,3,459.3,Mountain,1299.3,622.3,,Regional,Mixed,4441,50,Yes,2.58,Yes,Victory_A,80.041,-63.123,Arid,Land,Yes,63035,20959,48.33972393
USA,China,Skirmish,1990,866,38.5,18.2,1187.3,Urban,461.2,500.2,Regional,NATO,Cyber,1095,107,No,15.01,No,Victory_B,-74.173,-78.724,Polar,Water,Yes,173015,18428.1,199.7863741
Turkey,Russia,Cold Conflict,2016,1287,376.55,-4.1,1968,Mountain,289.6,602.7,,Regional,Mixed,3522,48,No,14.53,No,Stalemate,28.567,-119.231,Tropical,Oil,Yes,214837,36417.1,166.9285159
Brazil,Russia,Civil War,1978,1190,363.29,29.7,2485.1,Plains,564.5,100.7,,,Cyber,1806,165,Yes,3.33,Yes,Victory_B,55.984,-38.891,Polar,Land,No,112235,8548.5,94.31512605
Ukraine,Ukraine,War,1967,293,456.31,27.3,2374.6,Urban,613.1,157.6,,Regional,Cyber,1676,161,No,15.06,No,Victory_B,44.772,-114.465,Tropical,Water,Yes,224230,44035.3,765.2901024
Australia,Ukraine,Civil War,1969,1533,365.29,19.3,2165.1,Forest,56.8,873.5,NATO,,Nuclear,207,28,No,13.5,No,Stalemate,55.665,-130.403,Temperate,,No,49461,31402.3,32.26418787
Ukraine,Turkey,Cold Conflict,1963,1604,414.36,10.6,1077.3,Urban,1206.5,958,NATO,NATO,Mixed,1365,110,No,19.89,Yes,Victory_B,43.15,128.649,Polar,Oil,Yes,52108,16850.2,32.48628429
Ukraine,Japan,Cold Conflict,1983,1250,373,32,366.9,Plains,1393.8,891.6,Regional,NATO,Conventional,1409,123,No,12.37,No,Victory_A,-9.797,-161.05,Arid,,No,256781,39548.8,205.4248
India,Turkey,War,1998,1194,315.38,27.4,650.5,Forest,1292.6,1068.5,,NATO,Mixed,2925,63,Yes,8.29,Yes,Victory_B,71.329,75.897,Arid,,No,74905,19157.3,62.73450586
India,France,Civil War,2003,598,213.54,12.5,2594.5,Desert,1205.1,1321,Regional,NATO,Mixed,4257,22,No,19.08,No,Victory_A,74.239,-107.074,Polar,Oil,Yes,134739,29060.2,225.3160535
UK,Brazil,Civil War,1980,645,451.07,21.6,2572,Mountain,1389.6,1205,,NATO,Cyber,2063,22,Yes,12.56,Yes,Victory_A,-11.348,-175.783,Tropical,Water,Yes,109580,39733.3,169.8914729
Brazil,Australia,War,2007,448,325.52,15.5,2854.7,Mountain,1271,586.5,,NATO,Conventional,2790,15,Yes,6.97,Yes,Victory_B,-2.74,106.252,Arid,Oil,Yes,211244,23833.3,471.5267857
UK,Canada,Civil War,1991,690,199.24,16.5,228,Plains,964,305.3,Regional,,Nuclear,245,43,Yes,0.42,Yes,Stalemate,-2.584,72.823,Temperate,Land,Yes,168097,34327.2,243.6188406
Brazil,Australia,War,2007,1002,41.83,4.9,1610.4,Plains,234.3,437.3,Regional,NATO,Cyber,2602,59,Yes,15.13,Yes,Victory_B,-39.797,-59.652,Arid,,No,75700,27761.5,75.5489022
Turkey,Japan,Skirmish,1979,855,145.42,10.8,1946,Mountain,219.7,823.3,Regional,Regional,Nuclear,3481,198,No,2.39,Yes,Victory_B,-69.311,-151.44,Tropical,Land,Yes,127723,35946.7,149.3836257
Canada,Germany,Cold Conflict,1974,502,271.91,-6.5,2132,Urban,69.2,1198.8,Regional,,Nuclear,1477,108,No,18.47,No,Victory_B,-42.844,-50.158,Polar,Land,Yes,52702,31725.9,104.9840637
USA,India,Skirmish,2012,764,137.89,6.1,1931.6,Desert,577.2,982.7,NATO,,Mixed,2497,64,No,19.23,Yes,Victory_A,61.939,-114.722,Arid,Land,No,160494,31124.6,210.0706806
Ukraine,Ukraine,Proxy War,1968,1551,110.7,21.3,2310,Desert,1132.5,760.7,,Regional,Conventional,1480,146,No,4.73,Yes,Victory_A,7.75,155.701,Polar,,No,111905,29903.9,72.15022566
Turkey,USA,Proxy War,2021,735,263.74,32.9,1078.4,Plains,686.9,843,,Regional,Mixed,1787,172,Yes,2.26,No,Stalemate,63.036,10.664,Polar,,No,194665,32751.9,264.8503401
Canada,Brazil,Proxy War,1957,1403,84.99,33.3,538.3,Plains,513.5,740,NATO,Regional,Conventional,1812,96,Yes,11.91,No,Stalemate,44.129,166.984,Temperate,Water,No,131292,10839.3,93.57947256
Japan,France,War,1952,1225,400.22,15,613.8,Urban,153.8,1360.3,,Regional,Nuclear,4211,97,Yes,4.27,No,Victory_B,-27.249,-53.527,Temperate,Water,Yes,170570,31379.1,139.2408163
Germany,China,Civil War,2016,1643,242.24,17.3,35.9,Plains,73.4,1142.7,NATO,Regional,Mixed,2923,128,No,10.84,No,Stalemate,-56.644,20.327,Polar,Oil,No,60623,17638.1,36.89774802
Russia,Brazil,Skirmish,1966,250,286.97,-1.6,1051,Desert,559.5,1094,,NATO,Nuclear,2561,11,Yes,8.28,Yes,Victory_B,12.1,-111.556,Tropical,Oil,No,64788,29751.7,259.152
Israel,Ukraine,Skirmish,1963,1973,73.78,21.3,275.2,Mountain,140.8,724.7,NATO,,Cyber,2946,152,Yes,15.84,Yes,Victory_A,78.454,111.034,Temperate,,No,46594,18395.4,23.61581348
Iran,UK,Skirmish,1958,1433,162.36,-6.8,964.5,Desert,145.9,465.2,NATO,Regional,Conventional,4108,86,No,20,No,Victory_B,61.095,-165.204,Arid,Oil,No,79471,42274.5,55.45778088
Brazil,France,Skirmish,2011,601,205.1,2.8,1884.6,Urban,554.1,28.3,,Regional,Nuclear,2324,88,Yes,9.14,No,Victory_B,47.49,70.422,Temperate,Land,No,168591,12122.1,280.5174709
Japan,India,Proxy War,1970,125,404.13,20.1,2683.4,Mountain,704.5,61.8,,,Nuclear,915,87,Yes,13.7,No,Victory_B,47.551,-39.002,Polar,Water,No,57215,15119.8,457.72
Germany,UK,Skirmish,1986,113,385.1,4,2518.8,Mountain,262.2,43.3,,,Conventional,892,137,No,6.84,Yes,Victory_B,4.996,28.23,Temperate,,Yes,192415,21677.5,1702.787611
Australia,Brazil,Civil War,1960,981,111.57,-7.8,758,Desert,958.8,1372.7,Regional,NATO,Nuclear,4312,193,Yes,17.25,Yes,Stalemate,-59.485,33.213,Tropical,Water,No,196144,35457.8,199.9429154
France,USA,Proxy War,1969,1161,308.13,27.4,402.2,Mountain,586.8,161.2,,,Cyber,2796,160,Yes,0.74,No,Victory_B,-38.602,75.886,Temperate,Oil,Yes,119234,40917.1,102.6993971
USA,USA,Skirmish,1984,1783,121.8,4,579.2,Mountain,129.6,199.8,,Regional,Nuclear,4389,129,Yes,9.87,No,Victory_A,14.021,-106.466,Tropical,Water,Yes,113421,45083.1,63.61245093
Iran,Turkey,War,2002,1520,494.12,-7.2,2913,Plains,892.2,678.3,,,Nuclear,2815,131,Yes,3.54,Yes,Victory_B,-33.056,11.299,Arid,Water,No,113003,34688.9,74.34407895
UK,India,Cold Conflict,1996,1702,476.07,-6.6,1648.4,Mountain,500.4,674.5,Regional,Regional,Conventional,4593,150,Yes,3.54,Yes,Victory_A,50.682,-26.307,Temperate,Oil,No,229439,42456.7,134.8055229
UK,Russia,Cold Conflict,2024,150,281.68,1.3,547.5,Urban,74.2,1288,,,Conventional,976,109,No,10.66,No,Stalemate,-22.821,-78.415,Arid,Water,Yes,137449,19633.1,916.3266667
Canada,Israel,Cold Conflict,2001,875,349.48,-2,2522.2,Mountain,1327.2,103.9,NATO,,Cyber,749,40,Yes,6.16,Yes,Victory_B,-69.499,-1.538,Polar,,No,138509,26907.4,158.296
Iran,Canada,Proxy War,1957,343,400.74,24.8,1185.6,Plains,800.1,1340.2,NATO,NATO,Nuclear,3555,37,Yes,9.18,No,Victory_A,50.858,162.725,Arid,Land,Yes,116743,5685,340.3586006
India,Ukraine,Skirmish,1953,1969,360.53,4.5,2697.7,Forest,669.3,303.7,Regional,Regional,Mixed,3168,55,No,6.11,No,Victory_B,35.663,161.599,Temperate,Water,Yes,110310,22777,56.02336211
Germany,China,Proxy War,1976,580,349.94,26.2,782,Forest,1202.9,1358.2,Regional,NATO,Cyber,4799,171,No,9.1,No,Victory_B,-44.432,-79.626,Temperate,,No,190700,29509.9,328.7931034
France,Ukraine,Civil War,1993,1757,479.28,-2.2,1179.7,Urban,1311.5,758.3,Regional,NATO,Mixed,3015,191,Yes,5.72,Yes,Stalemate,86.601,138.315,Tropical,Land,Yes,123267,41164.4,70.15765509
Japan,Russia,War,1989,783,298.27,12.2,1514.8,Urban,309.2,913.2,Regional,Regional,Nuclear,3626,23,No,16.07,Yes,Victory_A,-17.426,135.632,Temperate,,Yes,196218,14154.5,250.5977011
USA,Australia,War,1996,321,318.19,21,2677.8,Mountain,1134.4,442.7,Regional,,Nuclear,268,92,Yes,11.16,Yes,Victory_A,32.483,-90.15,Polar,,No,32423,31401.4,101.0062305
Turkey,Turkey,Cold Conflict,1993,822,424.65,19.3,2606.3,Mountain,1163.7,856.9,,NATO,Conventional,3028,168,Yes,3.23,No,Victory_A,73.881,35.622,Tropical,Land,No,74093,10401,90.13746959
Germany,Turkey,Cold Conflict,1997,1950,334.98,17.1,1723.1,Forest,77.1,995.5,NATO,,Cyber,1011,27,No,0.17,No,Victory_B,-61.921,133.177,Temperate,Oil,No,101203,21776.3,51.89897436
France,Australia,Cold Conflict,2001,1885,366.49,31.6,665.3,Forest,997,15.5,NATO,,Mixed,2135,61,Yes,0.35,No,Stalemate,68.224,5.398,Temperate,,No,183536,31131.2,97.36657825
Russia,Iran,Skirmish,2017,532,117.16,0.3,1210.1,Desert,89.1,48.9,,NATO,Nuclear,1248,142,No,8.43,No,Victory_B,36.704,-46.883,Temperate,Oil,No,71050,37471.2,133.5526316
Brazil,Australia,Civil War,1960,1313,185.7,12.2,2926.9,Forest,832.9,1381.1,Regional,NATO,Nuclear,3207,189,Yes,6.28,No,Stalemate,-59.839,54.283,Temperate,Oil,Yes,41474,18011,31.58720487
Turkey,USA,Civil War,2022,1513,73.74,29.8,1823.3,Forest,937.3,641.1,,NATO,Conventional,762,9,No,5.24,No,Stalemate,29.612,-117.927,Polar,Water,No,186940,6240.8,123.5558493
UK,USA,Civil War,1953,492,252.93,-6.5,2343.3,Urban,514.5,1310.2,Regional,,Conventional,2971,127,No,12.46,No,Victory_A,67.424,-121.777,Temperate,Oil,No,77333,20548.9,157.1808943
Turkey,Germany,Civil War,2022,612,227.92,-7.5,1349.6,Desert,1233.2,1022.1,NATO,Regional,Conventional,722,28,Yes,16.26,No,Stalemate,53.823,119.753,Tropical,,No,166661,21954.1,272.3218954
Japan,UK,Cold Conflict,1997,252,498.58,0.5,1596,Desert,1120.9,522.8,NATO,Regional,Cyber,1405,158,No,1.27,Yes,Victory_A,46.909,-164.925,Temperate,,Yes,86699,27438.8,344.0436508
UK,Brazil,War,1975,1101,305.64,18.5,1286.9,Mountain,1296.4,212,Regional,NATO,Cyber,438,62,Yes,2.2,No,Victory_B,-60.959,109.307,Tropical,Land,Yes,23845,49393.4,21.65758401
Japan,China,Cold Conflict,1988,1671,393.24,1.7,2108.8,Mountain,441.5,1369.4,,,Nuclear,314,86,Yes,7.37,No,Victory_B,-55.688,-75.422,Tropical,Oil,No,228056,6359.7,136.4787552
Canada,India,Civil War,2007,1416,167.07,-1.4,2554.4,Desert,31.1,818.7,Regional,NATO,Mixed,2112,145,Yes,8.83,No,Stalemate,8.589,-6.076,Temperate,Land,Yes,122515,22787,86.52189266
India,Brazil,Cold Conflict,1968,1436,415.79,10.6,1522.1,Desert,1136.2,270.1,Regional,,Cyber,4996,6,Yes,7.9,Yes,Victory_A,14.426,15.665,Polar,,Yes,198729,13525,138.3906685
Japan,Ukraine,Civil War,2007,173,307.58,17.6,1442.6,Mountain,312.9,954.6,NATO,Regional,Conventional,591,154,No,12.77,Yes,Victory_A,79.852,96.145,Temperate,Land,Yes,252233,1169,1457.99422
UK,Germany,Proxy War,1977,875,348.53,1.2,1020.9,Urban,654.6,129.8,Regional,Regional,Conventional,4740,136,Yes,1.74,No,Victory_B,-5.637,138.189,Temperate,Water,Yes,207359,30184.6,236.9817143
Canada,USA,War,2015,201,147.29,3.5,531.3,Urban,1144.4,1215.4,,NATO,Cyber,4290,19,No,9.89,Yes,Stalemate,-35.55,109.521,Tropical,Land,Yes,103195,34586.8,513.4079602
Japan,Turkey,Proxy War,1959,217,274.36,17.6,2817.7,Urban,303.4,127.1,Regional,NATO,Nuclear,3670,116,No,16.23,No,Victory_A,-55.661,26.044,Arid,Water,Yes,64789,42504.2,298.5668203
Russia,India,Skirmish,2007,376,317.06,32.6,948.2,Urban,437.4,331.4,NATO,Regional,Nuclear,1909,91,Yes,18.57,Yes,Victory_A,-80.249,-54.715,Arid,Water,No,211837,25201.6,563.3962766
Turkey,USA,Cold Conflict,2022,1744,294.59,20.4,2402.1,Mountain,615.3,128.9,,,Nuclear,4096,49,Yes,11.21,Yes,Stalemate,-77.642,9.561,Polar,Oil,No,132357,29469.2,75.89277523
India,Israel,Skirmish,1963,1610,457.61,25.2,2146,Plains,381.3,146.2,,Regional,Nuclear,4463,188,Yes,2.77,No,Victory_B,13.35,-169.192,Tropical,,No,154593,19257.8,96.02049689
Japan,China,Cold Conflict,1964,11,449.15,6.5,2372.8,Forest,646.4,733.8,NATO,,Conventional,2423,66,Yes,14.55,Yes,Victory_A,-58.273,-91.807,Polar,Water,Yes,208140,26101.2,18921.81818
Canada,UK,Proxy War,1982,1823,485.49,2.3,2810.3,Forest,14.4,962.1,NATO,NATO,Cyber,3262,108,No,15.93,No,Victory_A,63.291,-48.184,Temperate,,No,151436,24747.1,83.06966539
Australia,Iran,Civil War,1966,1792,333.75,10.4,1870.1,Forest,297.9,1104.1,Regional,Regional,Conventional,4385,144,No,3.93,No,Stalemate,17.365,-64.888,Temperate,Land,No,196832,24152.5,109.8392857
Germany,Brazil,Civil War,1973,1036,485.96,26.3,2693.9,Forest,1165.7,973.4,NATO,NATO,Mixed,4895,98,No,13.55,Yes,Stalemate,65.68,-145.747,Polar,Land,No,185957,17080.6,179.4951737
China,Brazil,Cold Conflict,1979,892,416.26,10.5,503.1,Mountain,579.5,509.5,NATO,Regional,Nuclear,3270,148,Yes,18.61,Yes,Victory_A,-13.057,-161.729,Tropical,Land,No,203098,32596.5,227.6883408
